,loss,r2_score,mae,root_mean_squared_error,val_loss,val_r2_score,val_mae,val_root_mean_squared_error
0,19.714885711669922,0.5540574193000793,2.7735812664031982,4.4401445388793945,5.665444850921631,0.7508448362350464,1.6855332851409912,2.3802192211151123
1,6.567997932434082,0.8510378003120422,1.8500995635986328,2.5628106594085693,5.439915657043457,0.7618721127510071,1.6478681564331055,2.3323628902435303
2,6.298577308654785,0.8573229908943176,1.8049421310424805,2.5096962451934814,5.875778675079346,0.741550624370575,1.7013682126998901,2.4240002632141113
3,6.1304121017456055,0.861297607421875,1.774779200553894,2.475966691970825,4.938714981079102,0.7847557663917542,1.5470608472824097,2.2223217487335205
4,6.0319600105285645,0.8634207844734192,1.757983922958374,2.456005096435547,4.665170192718506,0.7972213625907898,1.4873021841049194,2.159900426864624
5,5.996637344360352,0.8643262982368469,1.7509135007858276,2.448803663253784,5.213924884796143,0.7723669409751892,1.5822890996932983,2.2834017276763916
6,5.951970100402832,0.8651540875434875,1.7431774139404297,2.4396660327911377,4.9750261306762695,0.7828678488731384,1.5495871305465698,2.2304766178131104
7,5.885293960571289,0.8670763373374939,1.7313799858093262,2.425962448120117,4.548434734344482,0.8025432229042053,1.5084165334701538,2.1327061653137207
8,5.8707733154296875,0.8671215772628784,1.7286633253097534,2.4229681491851807,5.845324516296387,0.743999183177948,1.6734254360198975,2.417710781097412
9,5.8715691566467285,0.8667821884155273,1.7276736497879028,2.4231321811676025,4.277395248413086,0.8152528405189514,1.482042670249939,2.068185806274414
10,5.825809955596924,0.868356466293335,1.7227656841278076,2.4136714935302734,4.621373653411865,0.7992919087409973,1.4848673343658447,2.1497385501861572
11,5.799438953399658,0.8687538504600525,1.7175095081329346,2.408202886581421,4.734963417053223,0.7941321134567261,1.4906195402145386,2.175997018814087
12,5.782654285430908,0.8685108423233032,1.7123526334762573,2.404715061187744,4.316497802734375,0.8135920166969299,1.5174001455307007,2.0776185989379883
13,5.799622535705566,0.8688929677009583,1.7170721292495728,2.408240795135498,5.341243267059326,0.7668164372444153,1.5897635221481323,2.311112642288208
14,5.7679972648620605,0.8695479035377502,1.7103216648101807,2.401665449142456,4.545740604400635,0.8028843998908997,1.4847432374954224,2.1320741176605225
15,5.751017093658447,0.8698396682739258,1.7093621492385864,2.398128032684326,5.077816486358643,0.7784154415130615,1.5384587049484253,2.253401517868042
16,5.748844146728516,0.8696711659431458,1.7077391147613525,2.397675037384033,4.254619121551514,0.8167063593864441,1.5342483520507812,2.0626726150512695
17,5.729386329650879,0.870586633682251,1.7056546211242676,2.393613576889038,4.589817523956299,0.8007386326789856,1.4908084869384766,2.142385721206665
18,5.717536449432373,0.8708801865577698,1.7016148567199707,2.391136884689331,4.471496105194092,0.8060592412948608,1.438546895980835,2.114591121673584
19,5.711045265197754,0.8703704476356506,1.7015522718429565,2.389780044555664,4.593294143676758,0.80112624168396,1.4749493598937988,2.1431970596313477
20,5.732690334320068,0.8697291016578674,1.7054111957550049,2.394303560256958,5.700892448425293,0.7500340342521667,1.6429082155227661,2.3876540660858154
21,5.733999729156494,0.8701399564743042,1.7046164274215698,2.3945772647857666,4.349660396575928,0.8114965558052063,1.4458158016204834,2.0855839252471924
22,5.689847946166992,0.8711438775062561,1.6990381479263306,2.385340690612793,4.428040027618408,0.8084567189216614,1.5176689624786377,2.1042909622192383
23,5.682826519012451,0.8718316555023193,1.6971771717071533,2.3838682174682617,4.344428539276123,0.811903715133667,1.4313188791275024,2.084329128265381
24,5.669755935668945,0.8714926838874817,1.6940538883209229,2.381124973297119,4.477786064147949,0.8059185743331909,1.5128647089004517,2.1160776615142822
