,loss,r2_score,mae,root_mean_squared_error,val_loss,val_r2_score,val_mae,val_root_mean_squared_error
0,52.37391662597656,-0.1811736673116684,5.045607089996338,7.236984729766846,7.702828884124756,0.6623408794403076,2.0163235664367676,2.7753970623016357
1,15.109698295593262,0.6582649946212769,3.012491464614868,3.8871192932128906,12.086189270019531,0.46393463015556335,2.7269699573516846,3.4765193462371826
2,12.57910442352295,0.7154116034507751,2.7312159538269043,3.5467026233673096,10.890817642211914,0.5163553357124329,2.5529959201812744,3.300123929977417
3,11.2716703414917,0.7451781630516052,2.5743067264556885,3.357330560684204,12.102058410644531,0.4612628221511841,2.7556533813476562,3.4788014888763428
4,10.576760292053223,0.760507345199585,2.4781394004821777,3.2521939277648926,13.565545082092285,0.39489442110061646,2.953294277191162,3.6831436157226562
5,10.085471153259277,0.7715043425559998,2.416088104248047,3.175762891769409,14.005821228027344,0.3742525577545166,3.0435214042663574,3.7424349784851074
6,9.667032241821289,0.78125,2.3559608459472656,3.1091856956481934,12.502714157104492,0.44095784425735474,2.8243017196655273,3.5359175205230713
7,9.404109001159668,0.78558748960495,2.3205251693725586,3.0666122436523438,4.770867347717285,0.7929540872573853,1.5493638515472412,2.184231758117676
8,9.331415176391602,0.7885072231292725,2.3098723888397217,3.0547361373901367,5.078250408172607,0.7778008580207825,1.5604864358901978,2.2534971237182617
9,9.038354873657227,0.7956286072731018,2.2678678035736084,3.0063858032226562,17.740327835083008,0.20497120916843414,3.5694940090179443,4.2119269371032715
10,8.951175689697266,0.7969329357147217,2.2531521320343018,2.991851329803467,5.697188377380371,0.7489015460014343,1.664060115814209,2.386878490447998
11,8.92069149017334,0.7986183166503906,2.2516536712646484,2.986752510070801,12.984867095947266,0.4174911677837372,2.903080701828003,3.603451728820801
12,8.653416633605957,0.8035153746604919,2.2066893577575684,2.941668748855591,11.435651779174805,0.4877287447452545,2.6234779357910156,3.381664514541626
13,8.598755836486816,0.8039689660072327,2.200625419616699,2.932363271713257,11.38280200958252,0.4901355504989624,2.6462674140930176,3.373840570449829
14,8.554460525512695,0.8061376810073853,2.196429967880249,2.924801826477051,17.627649307250977,0.20743703842163086,3.5463273525238037,4.198529243469238
15,8.509416580200195,0.8071951866149902,2.188089370727539,2.9170899391174316,8.213617324829102,0.6330705881118774,2.109346866607666,2.8659415245056152
16,8.31952953338623,0.8119102120399475,2.1562700271606445,2.884359121322632,9.63385009765625,0.5688427090644836,2.359919309616089,3.103844165802002
17,8.261537551879883,0.8127272725105286,2.1473593711853027,2.87428879737854,17.4145565032959,0.21734099090099335,3.5085411071777344,4.173074722290039
18,8.22352409362793,0.8140870928764343,2.1458327770233154,2.867668628692627,11.40698528289795,0.48830726742744446,2.6441409587860107,3.37742280960083
19,8.191187858581543,0.814950704574585,2.1416804790496826,2.862025022506714,8.266919136047363,0.6313378214836121,2.118011713027954,2.8752248287200928
20,8.130608558654785,0.8161988854408264,2.1281542778015137,2.851421594619751,9.505516052246094,0.5743094086647034,2.3326447010040283,3.083101272583008
21,8.014668464660645,0.8185632228851318,2.110300302505493,2.8310184478759766,5.420356273651123,0.7619543671607971,1.6406017541885376,2.328165292739868
22,8.039575576782227,0.8181203007698059,2.1172404289245605,2.8354146480560303,12.602094650268555,0.4344218671321869,2.834451675415039,3.549942970275879
23,7.963710784912109,0.8201448917388916,2.100022554397583,2.822005033493042,9.957388877868652,0.5542247295379639,2.4131247997283936,3.1555335521698
24,7.936394691467285,0.8201373815536499,2.0982677936553955,2.8171608448028564,11.147603034973145,0.4998154044151306,2.6018285751342773,3.3388025760650635
25,7.993992805480957,0.8188261985778809,2.1080236434936523,2.8273653984069824,26.306121826171875,-0.1818285882472992,4.589007377624512,5.1289496421813965
26,8.015778541564941,0.8182619214057922,2.1093335151672363,2.8312149047851562,16.409303665161133,0.26346802711486816,3.402557134628296,4.050840377807617
27,7.9592390060424805,0.8197175860404968,2.1002414226531982,2.8212125301361084,12.745396614074707,0.4287335276603699,2.8127682209014893,3.570068836212158
28,7.853999137878418,0.822192907333374,2.084820032119751,2.8024985790252686,8.019000053405762,0.6428602337837219,2.0663225650787354,2.8317840099334717
29,7.883121490478516,0.8212668895721436,2.0884182453155518,2.807689905166626,6.524661540985107,0.7108940482139587,1.814016342163086,2.5543417930603027
30,7.863426685333252,0.8221265077590942,2.085623264312744,2.804180860519409,12.147004127502441,0.45625901222229004,2.763401985168457,3.485255002975464
31,7.848766326904297,0.8210443258285522,2.0833261013031006,2.801564931869507,18.32242202758789,0.17713528871536255,3.6262762546539307,4.2804694175720215
32,7.994573593139648,0.8191381692886353,2.1043450832366943,2.8274669647216797,13.216428756713867,0.4078806936740875,2.9470300674438477,3.6354408264160156
33,7.7634501457214355,0.8241444826126099,2.068983316421509,2.786296844482422,7.952977180480957,0.6455939412117004,2.0624003410339355,2.8201022148132324
34,7.6970672607421875,0.8261842727661133,2.057332754135132,2.7743589878082275,11.022536277770996,0.5065465569496155,2.5963592529296875,3.320020914077759
35,7.719013690948486,0.8252341747283936,2.0621705055236816,2.7783114910125732,5.151977062225342,0.7743962407112122,1.581352710723877,2.2697970867156982
36,7.771096706390381,0.8239037990570068,2.073631763458252,2.7876691818237305,4.9051690101623535,0.7862998247146606,1.5609633922576904,2.214761734008789
37,7.79826021194458,0.8226342797279358,2.0752758979797363,2.792536497116089,8.381922721862793,0.6262475252151489,2.141301393508911,2.8951549530029297
38,7.709139347076416,0.8247107863426208,2.061678647994995,2.776533603668213,9.984281539916992,0.5530983805656433,2.4188168048858643,3.1597917079925537
39,7.69276237487793,0.8237727284431458,2.057499408721924,2.7735838890075684,5.375537872314453,0.7639632225036621,1.6254905462265015,2.3185203075408936
40,7.818048477172852,0.8235541582107544,2.078171730041504,2.7960774898529053,7.758515357971191,0.6549075841903687,2.0287153720855713,2.7854108810424805
41,7.638024806976318,0.8269595503807068,2.0482280254364014,2.763697624206543,6.342148780822754,0.7192736268043518,1.7784801721572876,2.518362045288086
42,7.6352105140686035,0.8265977501869202,2.050723075866699,2.7631893157958984,12.66196060180664,0.4337146580219269,2.8392672538757324,3.5583653450012207
43,7.73868465423584,0.8246066570281982,2.062422513961792,2.781848192214966,12.704449653625488,0.4312891662120819,2.8525424003601074,3.5643301010131836
44,7.686600208282471,0.826073169708252,2.055464029312134,2.7724719047546387,5.235661029815674,0.7704107761383057,1.5817054510116577,2.288156509399414
45,7.686706066131592,0.8260267972946167,2.0581986904144287,2.7724905014038086,7.38627290725708,0.6716145873069763,1.9614458084106445,2.7177700996398926
46,7.675343036651611,0.826143205165863,2.0558359622955322,2.7704415321350098,6.21321964263916,0.7255197167396545,1.7687987089157104,2.492633104324341
